,animeid,title,appear,battl,becom,begin,boy,citi,come,day,decid,demon,discov,dream,earth,end,famili,father,fight,forc,friend,girl,group,help,high,howev,human,japan,known,life,like,live,love,magic,make,man,meet,mysteri,new,order,peopl,power,save,school,secret,sister,start,stori,student,team,time,togeth,tri,turn,use,want,war,way,work,world,year,young,ai,alien,apocalypt,bishounen,crime,demon,fan__servic,fight,harem,histor,idol,love,magic,mecha,militari,moe,monster,music,parodi,polic,post,robot,samurai,school,space,sport,superpow,tragedi,war,yuri,action,adventure,comedy,drama,erotica,fantasy,horror,magic,mystery,psychological,romance,science__fiction,slice__of__life,supernatural,thriller,tournament,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,old
3786,9007,Maegami-Taro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3787,9005,Hit and Run,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430060746,0,0,0,0,0.393294166,0,0,0,0,0,0,0,0,0,0.389878071,0,0,0,0,0,0,0,0,0.327966303,0,0,0,0,0,0.465930014,0,0.428613893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3788,9003,Donbē Monogatari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3789,9002,Wakakusa Monogatari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349158359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509778381,0,0,0,0,0,0.480176167,0,0,0,0,0.502483704,0,0,0.367634898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3790,9001,Candy Boy,0,0,0,0,0,0,0,0.288392679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321120655,0,0,0,0,0.301600553,0,0.288000631,0.330522757,0,0.318331448,0,0,0,0,0,0,0,0,0.267781125,0,0.371533342,0,0,0.311462317,0,0,0.34995885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577201641,0,0,0,0,0,0.816601656,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3791,9000,Kanokon: The Girl Who Cried Fox,0,0,0,0,0,0.199605687,0,0.306727367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341536038,0,0,0,0,0,0,0,0.175767942,0,0,0,0.171374532,0,0.152381418,0,0,0,0,0.56961085,0,0,0,0.181356276,0.496895502,0,0,0.186103817,0,0,0,0,0,0,0,0,0,0.164496022,0,0,0,0,0,0,0.872064845,0,0.489390341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3792,8999,On a Paper Crane - Tomoko's Adventure,0,0,0,0,0,0.451733187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612514264,0,0,0,0,0,0,0,0.362977346,0,0,0,0,0,0,0.387842474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372275526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3793,8998,Story of Fifteen Boys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3794,8997,Lupin tai Holmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3795,8989,Hidamari Sketch × 365,0,0,0,0,0,0,0,0.190571557,0,0,0,0,0,0,0,0,0,0,0.367662377,0.168156119,0,0,0.63659518,0,0,0,0,0.199299397,0,0.190312489,0,0,0,0,0,0,0,0,0,0,0,0.530853967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192955764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3796,8988,Allison & Lillia,0,0,0,0,0,0,0,0.273676703,0,0,0,0,0,0.340483552,0,0,0,0.333222362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32362934,0,0,0,0.332101302,0,0,0,0,0.695059455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3797,8985,Koiko no Mainichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637262537,0,0.304263388,0.349186645,0,0,0,0,0,0,0,0,0,0.377693214,0,0,0,0,0,0,0,0,0,0.360475807,0,0,0,0,0,0,0,0,0.326793461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3798,8977,Gunslinger Girl: Il Teatrino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3799,8963,Sisters of Wellber Zwei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454065437,0.451099001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407834432,0,0,0,0,0,0,0,0,0,0.457392812,0,0,0,0,0,0,0,0,0,0.463462147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3800,8961,Nine 2: Koibito Sengen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3801,8956,Bus Gamer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321583003,0,0,0,0,0,0,0,0,0.50676937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669404061,0,0.307895899,0,0,0,0,0,0,0.311235435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3802,8955,Hakaba Kitarō,0,0,0,0,0.449134022,0,0,0,0,0,0,0,0,0,0,0.491105958,0.451455322,0,0,0,0,0,0,0,0.444418047,0,0,0,0,0.39468248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3803,8954,Porfy no Nagai Tabi,0,0,0,0.447420127,0.420173659,0,0,0,0.45301143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476326861,0,0.437221559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3804,8951,Library War,0,0,0,0,0,0,0,0,0.567721933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460391716,0,0,0.495604171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469156455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3805,8950,Persona -trinity soul-,0.154097762,0,0.126030297,0,0,0.801163025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137083291,0,0,0.161818047,0,0,0,0,0,0,0,0,0.137570167,0,0,0,0,0,0,0.114313163,0,0,0,0,0.265920481,0,0.133783242,0,0,0,0,0,0,0,0,0.114379816,0.373956806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3806,8949,Go Nagai World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425849494,0,0,0,0,0.420027635,0.441507805,0.668804794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626017203,0,0,0,0,0,0,0,0,0,0,0,0,0.779809247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3807,8948,Pénélope's Christmas Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3808,8947,Pénélope tête en l'air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3809,8946,Soreike! Anpanman: Dokin-chan no Dokidoki Calendar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3810,8944,Siamese - First Mission,0,0,0,0,0,0,0,0.631868046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775075978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3811,8941,Real Drive,0,0,0,0.549270365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484140529,0.510405336,0,0,0,0,0,0,0,0,0,0,0,0.450994908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3812,8931,RIN - Daughters of Mnemosyne,0.493986436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511188568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515083409,0,0,0,0,0,0,0.478907851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590493488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807042403,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3813,8930,Zenryoku Usagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303002844,0,0,0,0.268830054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282705874,0,0,0,0.580213085,0,0,0.274518213,0,0,0,0.586506261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3814,8922,Junjō Romantica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319467529,0,0,0,0,0,0,0,0,0.346348661,0.428970607,0,0.379562017,0,0,0.411530636,0,0,0.329059996,0,0,0,0,0,0,0,0.415044638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727735792,0,0,0.685857578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3815,8921,School Days: Magical Heart Kokoro-chan,0,0,0,0,0,0,0,0.395055264,0,0,0,0,0,0,0,0,0.45126743,0.481010064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523794896,0,0,0,0,0,0,0,0,0,0.366820488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431358581,0,0,0,0,0,0.50511078,0,0,0,0,0,0.558669885,0,0,0,0,0,0,0,0.496669743,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3816,8897,Guardian Hearts Power Up!,0.555594812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270226962,0,0.587500468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441033767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28040009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665231659,0,0.74663702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3817,8891,Noramimi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63494897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607487231,0,0,0,0,0,0,0,0,0,0,0,0.477283009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3818,8868,Lupin the 3rd: Green vs Red,0,0,0,0,0,0.769430501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638730541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3819,8867,Chō Gekijōban Keroro Gunsō 3: Keroro Tai Keroro - Tenkū Daikessen de Arimasu!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3820,8865,Ryūsei no Rockman Tribe,0,0,0,0.324501986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301541019,0,0,0,0,0,0,0,0,0.333219121,0.299651946,0,0.266442089,0.328746325,0,0.573641124,0,0,0,0,0,0,0,0,0,0,0,0,0.307921307,0,0,0,0,0,0,0,0,0.730691416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682707884,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3821,8864,Pururun! Shizuku-chan Aha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3822,8849,Yumedamaya Kidan,0,0,0,0,0,0,0.269149318,0.230409752,0,0,0,0.617420967,0,0,0,0.286310595,0,0,0.222260338,0,0,0,0,0,0,0,0,0.240962112,0,0,0,0,0.254329168,0,0.2574688,0,0,0,0,0,0,0,0,0.29683453,0,0,0,0,0,0,0,0.291102971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3823,8844,Monochrome Factor,0.223204653,0,0.182550015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19908792,0.19855985,0,0.200521281,0,0,0.186489905,0,0.178080609,0,0,0,0.221586852,0.39853014,0.192666448,0,0.218612494,0,0,0,0.331156399,0,0,0,0.210871304,0.19258777,0,0,0,0,0,0,0,0,0,0,0.497024228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3824,8809,Minami-ke: Okawari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495901843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63973495,0,0.587214233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3825,8803,Zoku Sayonara Zetsubō Sensei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272586178,0,0,0,0,0,0,0,0.323070378,0.400139259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667268329,0,0,0,0.365497886,0,0,0,0,0,0,0.287010719,0,0,0,0,0,0,0,0,0,0,0.570507369,0,0,0,0,0,0,0,0,0,0.658326699,0,0,0,0,0.491047146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3826,8791,University Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747010731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664811979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3827,8790,School Girl - Special Lesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3828,8789,Sexy Fighter Manami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551712798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57327943,0,0,0,0.605775276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3829,8788,Shitai o Arau: The Animation,0,0,0.301244119,0,0,0,0,0,0,0,0,0.394270831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307745727,0,0,0.337257227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738479941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3830,8787,Kijutsushi × Majutsushi - Ōzaka Gakuen Tantei-bu no Jikenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3831,8786,H2O ~Footprints in the Sand~,0,0,0.176454927,0.208585132,0,0.224341552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304189297,0,0,0.38386043,0,0,0,0,0,0,0,0,0,0,0,0.192611889,0.186233586,0.513795236,0,0,0,0,0.480149328,0,0,0,0,0.186157535,0,0,0,0,0,0,0,0,0,0,0,0,0.184880969,0,0,0,0,0,0,0.665231659,0,0.74663702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3832,8783,Yatterman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392872029,0,0,0,0,0,0,0,0,0,0,0,0.397960982,0,0,0.448728316,0.393966016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462174957,0,0,0,0.342208434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3833,8778,Kindaichi Shōnen no Jikenbo: Kyūketsuki Densetsu Satsujin Jiken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665999106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74595254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3834,8777,Kindaichi Shōnen no Jikenbo: Operaza Kan Saigo no Satsujin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665999106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74595254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
